Date,GEO Region_Asia,GEO Region_Australia / Oceania,GEO Region_Canada,GEO Region_Europe,GEO Region_Mexico,Passenger Count,GEO Region_US
2008-12-31,0.0,0.0,0.0,0.0,0.0,518149.0,1.0
2009-01-31,0.0,0.0,0.0,0.0,0.0,16069.0,0.0
2009-01-31,0.0,0.0,0.0,0.0,1.0,51445.0,0.0
2009-01-31,0.0,0.0,0.0,1.0,0.0,153310.0,0.0
2009-01-31,0.0,0.0,1.0,0.0,0.0,75566.0,0.0
2009-01-31,0.0,1.0,0.0,0.0,0.0,47400.0,0.0
2009-01-31,1.0,0.0,0.0,0.0,0.0,334914.0,0.0
2009-01-31,0.0,0.0,0.0,0.0,0.0,1613521.0,1.0
2009-01-31,0.0,0.0,0.0,0.0,0.0,362635.0,1.0
2009-02-28,0.0,0.0,0.0,0.0,0.0,12296.0,0.0
2009-02-28,0.0,0.0,0.0,0.0,1.0,47760.0,0.0
2009-02-28,0.0,0.0,0.0,1.0,0.0,119983.0,0.0
2009-02-28,0.0,0.0,1.0,0.0,0.0,73692.0,0.0
2009-02-28,0.0,1.0,0.0,0.0,0.0,35011.0,0.0
2009-02-28,1.0,0.0,0.0,0.0,0.0,250323.0,0.0
2009-02-28,0.0,0.0,0.0,0.0,0.0,1476967.0,1.0
2009-02-28,0.0,0.0,0.0,0.0,0.0,352750.0,1.0
2009-03-31,0.0,0.0,0.0,0.0,0.0,14485.0,0.0
2009-03-31,0.0,0.0,0.0,0.0,1.0,57890.0,0.0
2009-03-31,0.0,0.0,0.0,1.0,0.0,160812.0,0.0
2009-03-31,0.0,0.0,1.0,0.0,0.0,85111.0,0.0
2009-03-31,0.0,1.0,0.0,0.0,0.0,37164.0,0.0
2009-03-31,1.0,0.0,0.0,0.0,0.0,293548.0,0.0
2009-03-31,0.0,0.0,0.0,0.0,0.0,1835670.0,1.0
2009-03-31,0.0,0.0,0.0,0.0,0.0,451612.0,1.0
2009-04-30,0.0,0.0,0.0,0.0,0.0,14091.0,0.0
2009-04-30,0.0,0.0,0.0,0.0,1.0,59554.0,0.0
2009-04-30,0.0,0.0,0.0,1.0,0.0,197780.0,0.0
2009-04-30,0.0,0.0,1.0,0.0,0.0,83672.0,0.0
2009-04-30,0.0,1.0,0.0,0.0,0.0,36814.0,0.0
2009-04-30,1.0,0.0,0.0,0.0,0.0,302984.0,0.0
2009-04-30,0.0,0.0,0.0,0.0,0.0,1880014.0,1.0
2009-04-30,0.0,0.0,0.0,0.0,0.0,460317.0,1.0
2009-05-31,0.0,0.0,0.0,0.0,0.0,20168.0,0.0
2009-05-31,0.0,0.0,0.0,0.0,1.0,35689.0,0.0
2009-05-31,0.0,0.0,0.0,1.0,0.0,204936.0,0.0
2009-05-31,0.0,0.0,1.0,0.0,0.0,100993.0,0.0
2009-05-31,0.0,1.0,0.0,0.0,0.0,36435.0,0.0
2009-05-31,1.0,0.0,0.0,0.0,0.0,295705.0,0.0
2009-05-31,0.0,0.0,0.0,0.0,0.0,1943994.0,1.0
